lr,lc,rc,ld,rd,lnnz,rnnz,smdm_total_latency,smsm_total_latency
53373,79021,8062,0.00047003,0.01,1982397,6371423,37529,14101
135369,2777,4545,0.00296184,0.25,1113521,3156135,14729,57759
62466,4438,32038,0.00108175,0.13,299930,18486882,34801,84903
95597,13088,12262,0.00056263,0.23,703966,36915078,38388,114984
89687,14939,11773,0.00018467,0.15,247437,26384414,24940,33513
26933,53755,4812,0.00296184,0.17,4288244,43978008,38932,46048
55439,80579,1561,0.00182521,0.27,8153832,33966424,21608,35777
21709,41970,48083,0.00082185,0.005,748834,10090381,85512,12222
91142,12972,5935,0.00860544,0.25,10174449,19249592,139133,185823
119981,16464,15334,0.00491597,0.23,9711217,58070574,460189,531187
29019,10514,24642,0.00296184,0.27,903732,69957326,44448,114034
114594,84115,1038,0.00034241,0.03,3300535,2619409,11313,7428
86561,24401,3775,0.00082487,0.03,1742347,2763954,14752,16184
124514,47794,16982,8.43E-05,0.07,501618,56817108,72763,69418
31956,78638,13446,0.01084252,0.03,27247411,31722895,538807,125374
52888,85865,4136,0.01084252,0.005,49238999,1775691,311412,26473
10843,14458,30625,0.02533638,0.1,3972218,44279242,148506,109927
93284,87084,5230,0.00034241,0.15,2781610,68321502,62752,63625
87996,78232,2474,0.00015297,0.27,1053073,52257739,28872,26724
88707,27388,1625,0.00056263,0.03,1366926,1335779,5984,4582
143769,831,14638,0.00056263,0.3,67259,3651449,17226,19677
109062,5263,9675,0.00047003,0.3,269817,15277662,14870,55539
67532,50777,1204,0.00078778,0.13,2701416,7948751,5892,11829
82627,55397,7160,0.00491597,0.05,22502235,19832457,327359,133713
13864,64032,10136,0.00018467,0.07,163951,45434242,22416,17626
27251,27654,2344,0.00182521,0.2,1375507,12964342,5092,10235
16002,44523,28106,0.00082185,0.03,585545,37542424,47609,34778
63695,910,24354,0.00370564,0.27,214848,5985484,19461,75294
128795,85917,4489,0.00296184,0.1,32775248,38574923,498832,224172
98193,18707,13920,0.00047003,0.03,863416,7812474,37158,29290
45950,9687,41068,0.00034241,0.15,152428,59680999,59071,95317
7102,52391,13348,0.00082185,0.07,305834,48953765,27223,10178
117473,19911,12853,0.00047003,0.17,1099416,43509121,54231,158593
55589,12127,32021,2.48E-05,0.1,16738,38832786,40291,3854
147025,66880,218,0.00370564,0.2,36438004,2922724,29211,19855
104630,9380,10427,0.02533638,0.15,24867579,14672396,565954,341557
43142,34755,14831,0.00082282,0.03,1233770,15463876,42546,38376
54758,12540,25519,2.48E-05,0.13,17051,41604103,37511,4272
57762,16292,4668,0.00041097,0.23,386753,17495317,8743,24319
20049,47038,2896,0.00082185,0.03,775081,4087193,5967,3742
147112,7137,7651,0.00082282,0.17,863924,9283280,22982,75155
143793,94530,4731,0.00082487,0.13,11212368,58149374,207716,162516
10259,33362,19781,0.00056263,0.05,192576,32997732,23792,11940
37955,17548,11944,0.00082487,0.27,549420,56592894,36331,63792
12794,30404,11169,0.00491597,0.005,1912423,1698029,30608,7137
41716,1528,48939,0.00296184,0.15,188905,11223410,28318,81853
37196,29105,16987,0.00078778,0.005,852870,2472196,30176,4593
110126,57098,2512,0.00952101,0.23,59868882,32993807,398454,322569
18148,18364,19419,0.00056263,0.17,187516,60629063,37355,40646
16566,5053,30020,0.00082487,0.05,69054,7585169,10604,8108
42216,29401,12661,0.00182521,0.07,2265511,26059241,58409,73700
50918,55054,16409,0.00082487,0.07,2312356,63239497,99369,132713
39523,49021,420,0.00952101,0.3,18446961,6189340,11678,15018
59727,21613,3717,0.00018467,0.2,238399,16068081,7423,11422
117355,60103,17382,0.00108175,0.01,7630172,10447266,409906,99940
22975,2381,40471,0.00056263,0.2,30779,19273426,12627,16051
46426,68796,19586,0.00163948,0.005,5236474,6737523,179413,38281
77644,42191,6829,0.00082185,0.1,2692352,28816240,39372,79089
46157,10736,40629,0.00108175,0.03,536103,13087097,51124,48013
78246,20255,7759,0.00860544,0.27,13638659,42434269,202337,295477
29621,57362,22002,0.00491597,0.001,8353081,1262109,286920,13209
33699,35145,10559,0.00034241,0.17,405551,63091417,24472,45367
10160,10643,36369,0.01084252,0.13,1172463,50321986,58767,63426
71007,30439,12782,0.00491597,0.03,10625341,11672683,233931,123118
70841,95545,4315,0.00018467,0.13,1249953,53608194,24951,33986
18458,7585,7211,0.00296184,0.13,414729,7111664,4568,14536
41773,25567,33592,0.00491597,0.005,5250507,4294467,275333,54589
128996,668,6676,0.00370564,0.15,319550,669462,10444,19749
89709,77798,10540,0.00860544,0.005,60059627,4100339,1442649,129761
41096,24657,10578,8.43E-05,0.2,85416,52171098,19417,23277
88998,25196,4008,0.00047003,0.15,1054009,15149256,13539,37942
69350,66165,24872,0.01084252,0.005,49752332,8228563,2007544,224541
71370,29843,4520,0.00952101,0.1,20279199,13490858,163986,109000
90282,18060,8953,0.00082185,0.23,1340051,37192600,37104,111553
124279,58082,2980,0.00182521,0.13,13175139,22507337,142173,101269
7128,53948,5382,0.00370564,0.03,1425149,8712135,14765,5368
96616,42132,9562,0.00952101,0.15,38757311,60433585,926605,602109
110918,77937,287,0.00370564,0.3,32034001,6729845,25965,28751
69289,39490,997,0.00860544,0.01,23546945,394054,39810,7777
22891,26710,6186,0.00182521,0.2,1116029,33050967,11571,23093
52755,19228,29793,0.00370564,0.005,3759071,2864446,183109,35975
56308,63527,3129,2.09E-05,0.25,74690,49705772,5404,4850
103856,3453,7023,0.00018467,0.25,66239,6064228,7516,9709
41358,4737,34011,0.02533638,0.2,4964527,32227261,253213,330888
145137,20818,863,0.00182521,0.17,5514892,3055598,16827,23352
109665,6151,15353,0.00034241,0.23,230997,21723744,25410,61576
11952,74935,8091,0.00952101,0.005,8527475,3031693,99567,10416
46695,49204,25095,0.00370564,0.01,8514146,12347903,362854,111936
36936,6590,2715,0.02533638,0.25,6167237,4474496,24478,32803
14650,69733,5863,0.00952101,0.07,9727138,28621998,90075,37847
25995,9051,12183,8.43E-05,0.3,19833,33083781,13711,4889
114912,19521,9190,0.00013363,0.27,299762,48442173,28080,60091
81165,17642,17014,0.02533638,0.0005,36281731,150088,1082800,12663
51516,2445,32346,0.00163948,0.2,206540,15820150,24293,80163
32152,41437,13492,0.00056263,0.01,749593,5590941,27470,9099
59398,50314,20177,0.00370564,0.001,11074702,1015194,373824,15863
80562,96020,7597,0.00082487,0.05,6380934,36477889,120340,115349
51851,42871,2236,0.00370564,0.27,8237471,25889428,30133,46592
78317,2304,19474,0.01084252,0.3,1956645,13461883,65295,197538
102293,92149,15717,0.00031941,0.03,3010847,43449860,154568,117930
35599,9585,38332,0.00108175,0.03,369118,11022608,36829,32727
13153,76904,23956,0.00860544,0.005,8704881,9211673,297229,36644
99388,95942,2157,0.00370564,0.01,35335477,2069510,205773,26649
36173,25067,26327,8.43E-05,0.05,76429,32997420,40142,14537
39842,1425,32746,0.01084252,0.3,615624,13999723,36399,152135
116813,8656,13214,0.00182521,0.15,1845678,17158782,63761,173197
93625,60734,3466,8.43E-05,0.1,479297,21052577,18784,13035
23399,92273,11825,0.00491597,0.05,10614466,54558606,224156,95641
130944,7357,2193,0.00491597,0.3,4735839,4841866,33800,58310
127540,34581,6895,0.00296184,0.1,13063152,23844034,303647,197623
7929,9555,22561,0.00296184,0.15,224421,32336795,9938,18920
78524,34189,1356,0.02533638,0.27,68020463,12526240,156558,188039
62222,59948,419,0.00952101,0.03,35514661,754069,23350,5833
42429,42459,21720,0.00163948,0.005,2953623,4611198,106122,25055
74122,41736,4434,0.00182521,0.07,5646540,12956914,54586,51100
44352,1690,29775,0.00047003,0.27,35251,13594279,13902,19569
118723,60359,1978,0.00034241,0.25,2453753,29854532,22867,33824
5211,22027,8867,0.02533638,0.13,2908344,25393712,32471,26308
37321,9144,21010,0.00056263,0.03,192024,5764014,16830,10135
38096,79519,12287,0.00296184,0.0005,8972688,488551,183438,3692
149249,28237,4499,1.65E-05,0.25,69581,31763777,19281,5847
73745,8874,21035,0.00019487,0.13,127534,24268210,26887,28265
146971,24597,2151,0.00108175,0.23,3910608,12169905,32964,54953
37191,79610,13695,2.48E-05,0.05,73518,54513619,31713,5590
84888,12868,14280,0.00078778,0.15,860545,27565358,40874,118422
66504,78876,13818,0.00370564,0.05,19438339,54499296,488389,236937
97210,14396,17648,0.00296184,0.03,4145168,7622660,181428,132980
99651,19936,9663,0.00370564,0.23,7361879,44311901,187838,271436
36175,27555,49444,0.00860544,0.05,8578138,68124160,685788,314825
55220,10260,1949,0.02533638,0.15,14354821,3000325,41718,36485
82834,27528,11551,0.00370564,0.07,8450081,22259394,208725,169476
70521,19135,12614,0.00370564,0.2,5000685,48278074,125047,222126
79855,32646,1287,0.01084252,0.03,28266198,1261417,65891,18329
112408,39653,3825,0.00013363,0.03,595644,4550693,12319,5447
98800,40382,2182,0.00370564,0.23,14784635,20269144,80338,78570
145900,29249,749,0.00082487,0.1,3520111,2193534,9430,14734
5814,74342,3779,0.00160539,0.15,693896,42147719,8625,5512
45989,23295,46367,0.00041097,0.05,440296,54008623,84620,104981
84372,12935,8310,0.00296184,0.3,3232427,32249286,59248,149046
78857,9775,6845,0.02533638,0.15,19530045,10037439,224261,205157
84464,33862,3693,0.00041097,0.27,1175461,33766314,22580,44875
122798,80676,2614,0.00031941,0.25,3164380,52737410,47521,67362
103489,82431,15848,8.43E-05,0.03,719056,39191679,72356,36326
89328,58272,4475,0.00296184,0.005,15417465,1304133,160993,24984
62017,15100,12497,0.00860544,0.005,8058934,943624,165502,32038
137649,41214,3684,0.00952101,0.3,54014637,45552213,637330,566427
133800,71093,3860,0.00034241,0.15,3257110,41167728,52591,88024
96243,11699,14317,0.00034241,0.27,385553,45227519,32920,106502
122333,30907,8624,0.00296184,0.2,11198692,53310681,334922,308527
95026,34277,7110,0.00082282,0.07,2680162,17061553,53255,79110
38113,47946,17579,0.00163948,0.01,2996014,8428636,92132,34443
83857,28676,21086,2.48E-05,0.05,59708,30233289,40483,4931
42629,10613,23673,0.00296184,0.005,1340071,1256277,50267,11341
96630,63544,2636,0.00491597,0.15,30185858,25131143,223811,135057
34934,38196,2189,0.00860544,0.23,11483048,19234364,39400,42885
50174,13136,4728,0.00108175,0.27,713000,16771400,9920,30232
94870,79073,1688,0.00182521,0.17,13692307,22692559,60299,56206
31340,38485,10214,0.00860544,0.15,10379285,58966077,173240,148568
45245,62446,3331,0.00078778,0.3,2225849,62409776,13638,32779
34501,95236,4138,0.00082487,0.05,2710407,19708694,24684,19469
102673,87802,1960,0.00015297,0.15,1379024,25825028,17035,22402
106716,6058,15324,0.00019487,0.17,125985,15782445,19288,23662
130034,10558,1369,0.00082282,0.17,1129696,2458915,5096,16428
48431,20929,13551,0.00491597,0.13,4983018,36870265,132256,126944
75942,25749,14748,0.00296184,0.1,5791819,37977426,174165,203671
120984,19029,15410,0.00491597,0.17,11317650,49853150,560360,493935
57166,65266,21849,0.00952101,0.001,35522954,1426006,1239194,48914
31416,31011,14088,0.00182521,0.13,1778248,56798857,65150,76516
26094,11484,43209,0.00182521,0.07,546972,34736264,55413,96047
102226,64341,11273,0.00491597,0.0005,32334201,362691,992478,10120
129249,66803,5953,8.43E-05,0.15,727790,59656462,46358,62787
138756,92150,2193,0.00034241,0.27,4378237,54579993,57495,62037
53856,28318,20410,0.00015297,0.07,233303,40459631,44908,31084
3712,6927,29965,0.00370564,0.13,95307,26986123,11840,16268
140467,7457,3580,0.00082185,0.27,860870,7209031,11259,46705
29658,13200,25169,0.00015297,0.17,59889,56482074,37632,28430
60567,40756,26601,0.00082282,0.05,2031142,54208257,125753,178256
81030,77505,13691,2.48E-05,0.05,155941,53058717,57524,9565
64024,3783,14414,0.00031941,0.2,77376,10908429,10905,14163
36628,54430,39270,0.01084252,0.01,21616675,21375423,1331976,199920
53186,1287,8661,0.00860544,0.25,589116,2787289,10309,44727
34417,1747,45555,0.00182521,0.05,109755,3979659,18786,16654
9633,54419,3999,0.00018467,0.23,96810,50056127,13995,4361
17115,6034,26182,0.00952101,0.13,983418,20540809,38072,67057
101444,16282,11489,0.00182521,0.01,3014850,1870724,90906,25286
8385,43049,18200,0.00082185,0.07,296682,54846552,30418,15383
72860,65820,10732,0.00860544,0.03,41269493,21192706,759671,213040
31373,18572,14582,0.00013363,0.17,77862,46040037,17283,22668
105402,14956,1559,0.00056263,0.23,886957,5363109,5408,18145
140088,93435,867,0.00108175,0.23,14159292,18648147,47630,43520
41574,22345,48113,0.00160539,0.03,1491395,32252961,136748,138060
131798,21787,10199,0.00015297,0.23,439258,51108506,34488,79621
34601,31225,3279,0.00860544,0.25,9297808,25597661,46256,55857
26180,27785,16712,0.02533638,0.01,18430818,4643631,461698,63892
113349,51649,8420,0.00296184,0.1,17340073,43493487,461651,276452
47983,6395,5719,0.00019487,0.27,59806,9877368,4921,5877
113168,68505,1672,0.00019487,0.25,1510772,28650228,7805,26317
120261,98763,13884,0.00013363,0.03,1587188,41137929,92744,64466
52223,73235,2648,8.43E-05,0.2,322375,38790803,6302,10907
19408,1386,21340,0.00108175,0.17,29119,5031535,4809,5411
128384,10670,12003,0.00370564,0.2,5076649,25618254,193160,268818
46335,1695,23114,0.00082282,0.13,64656,5095780,10827,12660
91212,82354,19952,0.00078778,0.001,5917606,1643156,285136,9849
142586,4318,12859,0.00019487,0.23,119994,12772463,18797,24670
86838,9468,13748,0.00056263,0.17,462599,22130378,28561,78186
26551,1524,12511,0.00163948,0.15,66361,2861140,4088,7907
129002,34588,16176,0.00019487,0.01,869514,5595155,50610,12933
79078,16351,11937,0.00056263,0.17,727491,33182887,34646,98633
17421,3158,39206,0.02533638,0.15,1394308,18576760,69198,110472
39883,47133,23406,0.00108175,0.001,2033552,1103223,79840,3267
123501,14829,9360,0.00018467,0.15,338220,20822730,23515,40837
14103,73470,12195,0.00078778,0.01,816312,8960188,28073,11229
72801,50658,5087,0.00952101,0.1,35113312,25772572,306833,188873
35836,24232,6056,0.00082185,0.03,713690,4402905,10893,9759
133475,98824,8825,0.00013363,0.05,1762667,43609990,74884,67538
78555,9952,2893,0.00047003,0.23,367495,6622585,4880,15269
78366,10506,5314,0.00047003,0.3,387003,16751582,12780,34916
120986,60571,3701,0.00015297,0.23,1121006,51573176,34373,56019
133870,85107,6374,0.00108175,0.001,12324834,542527,279581,8386
15715,40226,9712,0.02533638,0.0005,16017199,195342,216601,3759
85870,64383,3022,0.00160539,0.01,8875600,1945748,65849,18973
149508,3241,14350,0.00108175,0.13,524280,6047541,30941,65324
30363,73196,24908,0.00047003,0.005,1044622,9116093,71839,11843
15316,34330,5144,0.00018467,0.25,97106,44151213,4993,6855
83522,10329,5803,0.00013363,0.25,115287,14986207,8420,11870
7300,20423,36760,0.00491597,0.05,733007,37538078,59792,39997
69353,12397,7520,0.00018467,0.13,158785,12120625,9358,13791
108337,9776,17332,0.00034241,0.23,362662,38973167,40010,112551
146116,15989,8028,0.00013363,0.3,312211,38513493,29278,62497
50986,17220,39483,0.01084252,0.005,9520181,3399679,576652,107916
84940,4229,2206,0.01084252,0.17,3895117,1586119,17868,30711
35009,9682,18090,0.00041097,0.15,139309,26274117,20058,28340
77302,26516,16055,0.02533638,0.005,51934008,2128684,1320803,156279
75134,12373,2399,0.00056263,0.13,523066,3859369,4418,11660
6396,82890,4941,0.00860544,0.17,4562864,69639056,47983,32162
65704,32754,5418,0.00041097,0.3,884460,53241882,31917,56699
46498,92174,22576,0.00056263,0.01,2411438,20810150,122125,46109
67996,74079,25691,0.00082185,0.005,4139756,9515970,204609,45662
134117,56959,3187,0.00056263,0.17,4298113,30869237,57426,83940
14088,40146,9306,0.00018467,0.05,104447,18680935,11900,4230
9428,79619,3270,0.01084252,0.17,8139530,44265384,47813,34246
47833,52281,11377,0.00047003,0.07,1175454,41636774,53299,57138
17759,43288,7453,0.00860544,0.05,6615729,16133031,71850,25215
108906,15711,17154,0.01084252,0.15,18552295,40427531,846797,676572
14207,68075,5440,0.00019487,0.1,188471,37033719,15537,6235
75829,19839,6834,0.00047003,0.23,707123,31187796,18254,56670
132886,46334,10865,0.00041097,0.13,2530438,65450372,115194,208418
58668,24638,17499,0.00015297,0.1,221120,43117639,40406,26881
110908,9919,2423,0.00034241,0.17,376693,4086753,4655,12555
1848,64745,16631,0.00056263,0.05,67333,53840833,27540,4246
88271,43157,2548,0.00860544,0.23,32782779,25300589,184351,182443
110773,70145,9952,0.00013363,0.01,1038344,6981359,39130,10493
80589,17498,3604,0.00082487,0.1,1163260,6306695,10537,25353
60033,5445,19816,0.01084252,0.1,3544630,10791564,111567,160081
47657,37735,34926,0.02533638,0.05,45564267,65898346,2469869,705458
114591,3158,7411,0.00034241,0.2,123935,4682145,8762,13073
147238,54911,7528,0.00296184,0.005,23946767,2067108,682622,69058
65896,58582,31178,0.00041097,0.01,1586481,18265074,115413,43071
27913,2456,40722,0.00082185,0.3,56347,30007520,19604,41676
51879,20800,7173,0.00082487,0.17,890141,25365116,19893,47865
82569,34669,1964,0.00160539,0.07,4595645,4767716,23280,24767
26689,24945,10348,0.00082282,0.13,547816,33558389,18579,33941
69007,15791,15563,0.00047003,0.01,512212,2457758,23251,6432
126844,9195,7845,0.00860544,0.23,10037895,16593706,235873,275244
97040,37392,8669,0.00031941,0.13,1159001,42140629,47540,82931
35502,24051,4006,0.00370564,0.005,3164192,481860,19465,3600
99035,1713,8476,0.00370564,0.01,628689,145215,15528,3000
15716,2209,30840,0.00491597,0.23,170693,15671446,12319,49719
90031,42915,12382,0.00860544,0.0005,33249145,265703,946458,18425
92784,3657,10555,0.00491597,0.07,1668300,2702430,36564,69169
49206,24341,33758,0.00082185,0.07,984397,57522333,93742,153299
48234,38463,11680,0.00491597,0.15,9120364,67391809,185701,185310
29071,47644,32600,0.00019487,0.005,269912,7766110,50364,3136
70405,70789,18242,0.00491597,0.01,24501130,12913979,766840,173860
15945,4543,23783,0.01084252,0.17,785460,18368965,28577,54377
108206,17348,17904,1.65E-05,0.15,30993,46592178,42638,7177
149626,45170,4273,0.00056263,0.01,3802617,1930446,61211,15209
47984,11376,32542,0.00018467,0.15,100812,55533733,46014,52002
57185,54797,7778,8.43E-05,0.05,264131,21313253,23972,8250
108780,87037,3489,0.00078778,0.005,7458617,1518731,80167,13113
42134,16316,15230,0.00078778,0.2,541575,49701570,36631,73870
73775,21308,10383,0.00108175,0.15,1700523,33188048,45794,116107
134344,70936,12491,0.00370564,0.03,35314202,26582231,1568541,337141
37091,39964,23441,0.00160539,0.05,2379772,46842246,110544,122772
94025,48230,6778,0.00082185,0.17,3727057,55580602,87698,118636
64727,24398,9444,0.00041097,0.3,649017,69131561,48597,71921
121529,30410,5983,0.00370564,0.23,13695378,41849822,269415,285551
61415,6437,15333,0.00860544,0.25,3402262,24677007,90047,181503
145427,2617,6079,0.00370564,0.25,1410590,3978226,24509,94940
21847,12959,27956,0.00160539,0.13,454553,47099860,46525,81903
102049,59862,757,0.00860544,0.3,52569961,13603705,102648,105282
122009,43256,15992,0.00056263,0.001,2969398,691785,141589,3010
3304,87024,2203,0.00370564,0.13,1065607,24929437,7205,3806
129561,4065,5094,0.00013363,0.2,70381,4141777,6792,4661
52997,59347,18456,0.00163948,0.005,5156583,5476661,164376,34037
91693,38945,5109,1.65E-05,0.2,58958,39797735,21371,5127
39809,16387,8566,0.00182521,0.07,1190744,9826828,18360,33282
22403,63795,26881,0.00082487,0.03,1178949,51448535,75237,57760
24576,25126,48683,8.43E-05,0.05,52051,61162927,62915,23141
22084,19077,47798,0.00163948,0.005,690756,4559461,58982,11610
63427,28680,20661,0.00082487,0.05,1500565,29629834,73379,107419
101773,66197,4228,4.64E-06,0.25,31260,69978179,20164,3407
104640,11798,5374,0.00082282,0.01,1015889,634117,14567,3600
139418,13043,14408,0.00108175,0.27,1967151,50741036,94721,285744
48188,4012,28849,0.00108175,0.01,209165,1157612,20003,3651
73266,19537,13652,0.00082185,0.23,1176437,61349870,55104,147765
126406,52269,6702,0.00047003,0.17,3105554,59560352,81726,145200
59911,37530,20157,1.65E-05,0.07,37122,52955082,48949,4958
70938,6237,4544,0.00013363,0.23,59130,6519541,4236,4115
127148,16270,4320,0.00108175,0.2,2237850,14058140,27353,77931
117448,25664,11411,1.65E-05,0.23,49765,67357941,40508,10190
8770,83468,22375,0.00952101,0.001,6969995,1867678,218830,10412
140433,42083,8565,0.00860544,0.13,50857044,46859173,1427202,687641
60333,88658,1913,0.00041097,0.27,2198308,45797142,9725,20852
58182,38661,6290,0.00019487,0.15,438343,36481471,24223,31320
108087,12610,3734,0.00041097,0.3,560157,14129721,9601,35120
138847,26064,5323,0.00078778,0.03,2850930,4162554,47250,34498
100883,19361,2857,0.00041097,0.27,802715,14939784,9361,33885
133909,29650,11143,0.00952101,0.17,37802616,56171555,1306398,816153
90314,79836,19085,0.00082185,0.03,5925899,45711071,294542,206115
70094,61867,23852,0.00182521,0.005,7915102,7378372,326761,69313
102978,88696,1633,2.48E-05,0.25,226792,36225958,4943,7365
112053,84912,15214,0.00078778,0.005,7495561,6459476,339672,45948
104040,52796,11297,1.65E-05,0.1,90689,59646665,53913,9198
143145,6771,14880,0.00013363,0.25,129536,25192654,28621,39018
19752,5998,36986,0.00031941,0.13,37848,28844166,20922,17687
85454,49826,824,0.00047003,0.07,2001331,2875681,3645,6517
27990,14511,16266,0.00163948,0.13,665920,30686207,30175,55084
63926,58698,21431,0.00047003,0.03,1763726,37740518,98814,101397
88263,89988,2534,0.00078778,0.23,6257109,52448941,60440,59596
127492,67894,8994,0.00019487,0.07,1686812,42746615,69652,86096
44037,46903,4576,0.00034241,0.23,707257,49369804,27418,24740
116957,18109,5848,0.00491597,0.15,10412286,15887125,181491,164020
117129,37728,9504,8.43E-05,0.1,372484,35857637,39479,34186
54745,18215,8454,0.00163948,0.3,1634891,46202415,39742,80632
88155,79258,19942,0.00018467,0.005,1290299,7903096,79671,14398
58500,72396,2366,0.00491597,0.3,20820430,51394195,79567,113845
136233,91496,888,0.00082185,0.05,10244319,4062949,35949,18203
134040,9258,2760,0.00491597,0.01,6100521,255554,57100,12710
94741,3356,15316,0.00491597,0.15,1563061,7710242,53574,149334
45728,52231,6071,0.00491597,0.2,11741599,63419426,144700,122161
25845,6614,29098,0.01084252,0.2,1853575,38494486,80621,146114
147930,31432,996,0.00031941,0.07,1485205,2193518,5702,9109
19337,41353,6403,0.00013363,0.05,106859,13241418,8613,2525
120179,2160,6249,0.00015297,0.15,39722,2025589,6349,2537
95104,14396,16308,0.00000434,0.27,5942,63392847,33570,2577
107600,3890,16861,0.00041097,0.01,172051,656050,19539,1808
35775,12721,10228,0.00082487,0.01,375430,1301230,10477,2522